ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y
174,2,1,0,2,31,18,1,20,10,10,2,1,2,1,2,2,3
175,2,1,0,2,32,17,1,18,10,10,1,1,1,1,1,1,2
176,2,1,1,2,38,19,1,22,10,10,1,1,1,0,1,2,1
177,2,1,1,2,38,19,1,22,10,10,1,1,1,1,1,2,2
178,2,1,0,2,35,19,1,20,10,10,2,1,2,1,1,1,3
179,2,1,0,2,35,19,1,20,10,10,2,1,1,1,1,1,2
180,2,1,0,2,35,19,1,20,10,10,2,1,1,1,1,1,2
181,2,1,0,2,51,17,1,18,10,10,2,2,2,1,1,2,1
182,2,1,0,2,51,17,1,18,10,10,2,1,2,1,1,2,3
183,2,1,0,2,51,17,1,18,10,10,2,1,2,1,1,2,4
184,2,1,0,2,25,17,1,18,10,10,1,2,2,1,1,2,3
185,2,1,1,2,31,20,1,19,10,10,1,1,2,1,1,2,1
186,2,1,0,2,90,15,1,16,10,10,1,1,1,1,1,1,1
187,2,1,0,2,24,14,1,16,10,10,1,1,2,1,1,1,3
188,2,1,0,2,24,14,1,16,10,10,1,1,2,0,1,1,3
189,2,1,0,2,23,16,1,17,10,10,1,1,2,1,1,2,2
190,2,1,0,2,27,15,1,17,10,10,1,1,1,1,1,1,3
191,2,1,0,2,34,18,2,19,10,10,1,2,1,1,1,1,4
192,2,1,0,2,72,15,1,16,10,10,1,2,2,1,1,0,3
193,2,1,0,2,72,15,1,16,10,10,1,1,2,0,1,0,3
194,2,1,0,2,34,19,1,20,10,10,2,1,1,1,1,2,5
195,2,1,0,2,34,19,1,20,10,10,2,1,1,1,1,2,4
196,2,1,0,2,45,13,1,13,10,10,2,1,2,1,1,2,5
197,2,1,0,2,45,13,1,13,10,10,2,1,1,1,1,2,3
198,2,1,1,2,30,12,1,14,10,10,2,1,1,1,1,1,0
199,2,1,0,2,39,14,1,15,10,10,2,2,1,1,1,2,1
200,2,1,0,2,75,14,1,16,10,10,2,2,1,1,1,0,5
201,2,1,0,2,75,14,1,16,10,10,2,2,2,0,1,0,2
202,2,1,0,2,75,14,1,16,10,10,2,2,2,1,1,0,3
203,2,1,0,2,48,25,2,26,10,10,2,1,1,0,1,0,3
204,2,1,0,2,35,13,1,15,10,10,2,1,1,1,1,0,3
205,2,1,0,2,45,15,1,16,10,10,2,1,1,1,1,2,2
206,2,1,0,2,34,19,1,21,10,10,1,2,1,1,1,1,1
207,2,1,0,2,34,19,1,21,10,10,1,2,1,1,1,1,3
208,2,1,0,2,34,19,1,21,10,10,1,1,2,1,1,1,1
209,2,1,1,2,30,16,1,18,10,10,1,1,1,1,1,1,3
210,2,1,1,2,30,16,1,18,10,10,1,1,1,1,1,1,2
211,2,1,0,2,40,14,1,15,10,10,2,2,2,1,1,1,0
212,2,1,0,2,40,14,1,15,10,10,2,2,1,1,1,1,1
213,2,1,0,2,40,14,1,15,10,10,2,1,1,1,1,1,7
214,2,1,0,2,53,14,2,17,10,10,2,2,2,1,1,1,3
215,2,1,0,2,34,18,1,19,10,10,2,1,1,1,1,1,0
216,2,1,0,2,34,18,1,19,10,10,2,1,2,1,1,1,2
217,2,1,0,2,62,18,1,19,10,10,2,1,1,1,1,0,5
218,2,1,0,2,37,19,1,20,10,10,1,1,2,1,1,1,3
219,2,1,0,2,37,19,1,20,10,10,1,1,1,0,1,1,2
220,2,1,0,2,40,19,1,20,10,10,2,2,2,1,1,1,3
221,2,1,0,2,40,19,1,20,10,10,2,1,2,1,2,1,5
222,2,1,0,2,40,19,1,20,10,10,2,1,1,1,2,1,3
223,2,1,0,2,40,16,1,17,10,10,1,1,1,1,1,0,5
224,2,1,0,2,40,16,1,17,10,10,1,1,1,1,1,0,0
225,2,1,0,2,40,15,1,16,10,10,1,2,1,1,1,1,5
226,2,1,0,2,35,14,1,16,10,10,2,1,2,1,1,0,2
227,2,1,0,2,45,23,1,24,10,10,2,1,1,1,1,2,3
228,2,1,1,2,31,16,2,23,10,10,1,1,1,1,1,1,1
229,2,1,0,2,31,17,1,19,10,10,2,2,2,0,1,1,4
230,2,1,0,2,31,17,1,19,10,10,2,1,1,1,1,1,0
231,2,1,0,2,31,17,1,18,10,10,1,1,2,1,1,0,2
232,2,1,1,2,28,16,1,16,10,10,1,1,2,1,1,2,1
233,2,1,1,2,28,16,1,16,10,10,1,1,2,1,1,2,3
234,2,1,1,2,52,20,1,20,10,10,1,1,1,1,1,2,3
235,2,1,1,2,40,13,1,15,10,10,2,2,1,1,1,0,2
236,2,1,1,2,40,13,1,15,10,10,2,2,2,1,1,0,2
237,2,1,0,2,75,12,1,16,10,10,2,1,2,1,1,2,3
238,2,1,0,2,75,12,1,16,10,10,2,1,1,1,1,2,3
239,2,1,0,2,30,17,1,17,10,10,1,2,2,1,1,1,3
240,2,1,0,2,30,17,1,17,10,10,1,2,1,1,1,1,3
241,2,1,0,2,50,20,1,22,10,10,1,1,1,1,1,2,2
242,2,1,0,2,50,20,1,22,10,10,1,1,1,1,1,2,0
243,2,1,0,2,27,15,1,18,10,10,1,1,2,0,1,2,1
244,2,1,0,2,27,15,1,18,10,10,1,2,2,1,1,2,3
245,2,1,0,2,27,15,1,18,10,10,1,1,1,1,1,2,1
246,2,1,0,2,25,18,2,19,10,10,1,2,2,1,1,2,2
247,2,1,0,2,42,21,1,21,10,10,2,2,1,1,1,1,3
248,2,1,1,2,38,17,1,18,10,10,2,2,2,1,1,2,4
249,2,1,1,2,38,17,1,18,10,10,2,1,2,1,1,2,4
250,2,1,1,2,40,16,1,16,10,10,2,2,1,1,1,1,2
251,2,1,1,2,50,18,1,19,10,10,1,1,2,1,1,2,3
252,2,1,0,2,30,16,1,19,10,10,1,1,1,1,1,2,3
253,2,1,0,2,30,23,1,16,10,22,1,1,2,1,1,2,3
254,2,1,0,2,30,23,1,16,10,22,1,1,1,1,1,2,4
255,2,1,0,2,28,23,1,20,10,10,1,1,1,1,1,2,1
256,2,1,0,2,28,23,1,20,10,10,1,1,1,0,2,2,1
257,2,1,0,2,28,23,1,20,10,10,1,1,2,1,2,2,3
258,2,1,0,2,80,21,1,14,10,10,1,1,1,0,1,0,1
259,2,1,0,1,28,15,1,16,10,22,1,1,2,1,1,1,2
260,2,1,0,1,28,15,1,16,10,22,1,1,2,0,1,1,2
261,1,1,0,2,42,13,1,16,10,10,2,2,2,1,1,2,7
262,1,1,0,2,38,13,1,14,10,10,1,2,1,1,1,2,2
263,1,1,0,2,63,20,1,21,0,22,1,2,1,1,1,2,5
264,1,1,1,2,39,12,2,16,10,22,2,1,1,1,1,2,2
265,1,1,0,2,50,16,2,17,10,22,2,1,1,0,1,2,0
266,1,1,0,2,50,16,2,17,10,22,2,1,2,1,1,2,2
267,1,1,1,2,46,22,2,23,10,10,2,1,1,1,1,2,6
268,1,1,1,2,46,22,2,23,10,10,2,1,1,0,1,2,4
269,1,1,0,2,50,17,1,17,10,22,1,2,1,1,1,2,4
270,1,1,0,2,42,29,2,19,10,22,2,1,2,1,1,2,8
271,1,1,0,2,95,18,2,21,10,10,1,2,1,1,1,1,2
272,1,1,0,2,95,18,2,21,10,10,1,1,2,1,1,1,3
273,1,1,0,2,59,22,1,24,10,10,1,1,2,1,1,2,0
274,1,1,0,2,40,21,2,22,10,10,1,1,2,1,1,2,1
275,1,1,0,2,30,21,1,18,10,22,1,1,1,1,1,2,4
276,1,1,0,2,34,18,1,20,10,22,2,1,2,1,1,2,4
277,2,1,0,2,39,15,1,16,10,10,2,1,1,1,1,0,7
278,2,1,0,2,39,15,1,16,10,10,2,1,1,1,1,0,2
279,2,1,0,2,27,11,1,15,10,22,1,1,1,1,1,2,1
280,2,1,0,2,27,11,1,15,10,22,1,1,2,1,1,2,1
281,2,1,0,2,40,16,1,18,10,10,1,1,1,1,1,2,1
282,2,1,0,2,32,16,2,18,10,10,1,1,1,1,1,1,6
283,2,1,0,2,22,15,1,16,10,10,1,1,2,1,1,2,2
284,2,1,0,2,40,15,1,17,10,10,2,1,2,1,1,1,3
285,2,1,0,2,40,15,1,17,10,10,2,1,2,1,1,1,3
286,2,1,1,2,23,16,2,17,10,10,1,1,2,1,1,1,0
287,2,1,0,2,40,15,1,16,10,10,1,1,1,1,1,2,1
288,2,1,0,2,32,16,1,17,10,10,1,1,1,1,1,1,2
289,2,1,0,2,32,16,1,17,10,10,1,1,1,1,1,1,5
290,2,1,0,2,32,16,1,17,10,10,1,1,2,1,1,1,3
291,2,1,0,2,56,14,1,16,10,10,2,1,1,1,1,1,2
292,2,1,0,2,20,16,2,21,10,10,1,1,1,1,1,1,2
293,2,1,0,2,20,16,1,17,10,10,2,1,1,1,1,2,0
294,2,1,0,2,20,16,1,17,10,10,2,1,2,1,1,2,3
295,2,1,0,2,40,23,1,24,10,10,2,1,1,1,1,2,2
296,2,1,0,2,40,12,1,13,10,10,1,1,1,1,1,1,2
297,2,1,0,2,60,19,1,21,10,10,1,1,2,1,1,0,3
298,2,1,0,2,60,19,1,21,10,10,1,1,1,1,1,0,1
299,2,1,0,2,73,12,1,13,10,10,1,1,2,1,1,1,5
300,2,1,0,2,73,12,1,13,10,10,1,1,2,1,1,1,3
301,2,1,0,2,73,12,1,13,10,10,1,1,2,1,1,1,4
302,2,1,0,2,75,14,2,16,10,10,1,1,1,1,1,2,2
303,2,1,0,2,75,21,2,25,10,10,2,2,1,0,1,0,3
304,2,1,0,2,40,13,1,18,10,10,1,1,1,1,1,1,3
305,2,1,0,2,22,16,1,17,10,10,1,1,1,1,1,1,1
306,2,1,0,2,33,16,2,18,10,10,1,1,2,1,1,2,3
307,2,1,0,2,33,16,2,18,10,10,1,1,2,0,1,2,1
308,2,1,0,2,33,12,1,17,10,10,1,1,2,1,1,1,1
309,2,1,0,2,33,12,1,17,10,10,1,1,1,1,1,1,2
310,2,1,0,2,33,15,1,16,10,10,1,1,2,1,1,1,4
311,2,1,0,2,40,20,1,21,10,10,1,1,1,1,1,2,0
312,2,1,0,2,40,20,1,21,10,10,1,2,1,1,1,2,3
313,2,1,0,2,85,15,1,16,10,10,2,2,1,1,1,1,2
314,2,1,0,2,85,15,1,16,10,10,2,2,2,1,1,1,5
315,2,1,0,2,37,26,1,27,0,0,1,1,2,1,1,0,3
316,2,1,0,2,37,26,1,27,0,0,1,1,2,1,1,0,2
317,2,1,0,2,40,13,1,15,0,0,2,1,1,1,1,1,2
318,2,1,0,2,60,15,1,16,0,0,1,1,1,1,1,2,1
319,2,1,0,2,60,15,1,16,0,0,1,1,1,1,1,2,3
320,2,1,0,2,39,20,1,21,0,0,2,2,2,1,1,2,5
321,2,1,0,2,39,20,1,21,0,0,2,1,1,1,1,2,5
322,2,1,0,2,80,23,2,18,0,0,2,1,2,1,1,0,5
323,2,1,0,2,80,23,2,18,0,0,2,1,2,1,1,0,2
324,2,1,1,2,33,20,1,21,10,10,1,1,2,1,1,2,2
325,2,1,1,2,35,19,1,19,10,10,1,2,1,1,1,2,3
326,2,1,1,2,35,19,1,19,10,10,1,1,1,1,1,2,1
327,2,1,1,2,33,18,1,19,10,10,1,1,2,1,1,2,4
328,2,1,0,2,33,16,1,18,10,10,2,2,2,1,1,1,5
329,2,1,0,2,33,16,1,18,10,10,2,2,2,1,1,1,5
330,2,1,0,2,56,17,1,18,10,10,1,1,2,1,1,1,4
331,2,1,0,2,56,17,1,18,10,10,1,1,2,1,1,1,4
332,2,1,0,2,56,17,1,18,10,10,1,2,2,0,1,1,4
333,2,1,0,2,70,11,2,17,10,10,1,1,2,1,1,0,2
334,2,1,0,2,70,13,1,14,10,10,2,1,1,1,1,0,6
335,2,1,0,2,70,13,1,14,10,10,2,1,1,1,1,0,7
336,2,1,1,2,40,16,1,17,10,10,1,1,2,1,1,0,2
337,2,1,1,2,40,16,1,17,10,10,1,1,2,0,1,0,3
338,2,1,0,2,58,13,1,14,10,10,1,1,2,1,1,2,2
339,2,1,0,2,58,13,1,14,10,10,1,1,2,0,1,2,2
340,2,1,0,2,60,15,2,15,10,10,2,1,2,1,1,0,2
341,2,1,0,2,43,18,1,20,0,0,1,1,1,1,1,0,2
342,2,1,0,2,43,18,1,20,0,0,1,1,1,1,1,0,1
343,2,1,0,2,35,23,2,24,10,10,1,2,1,1,1,1,0
344,2,1,0,2,35,23,2,24,10,10,1,2,2,1,1,1,0
345,2,1,0,2,44,14,1,15,10,10,2,1,2,1,1,0,2
346,2,1,0,2,38,21,2,21,10,10,2,2,2,1,1,2,5
347,2,1,1,2,30,21,1,22,10,10,1,1,2,1,1,2,1
348,2,1,1,2,30,21,1,22,10,10,1,1,2,1,1,2,1
349,2,1,1,2,49,14,1,16,0,0,2,1,1,1,1,1,2
350,2,1,0,2,70,19,1,21,10,10,2,2,1,1,1,1,3
351,2,1,0,2,70,19,1,21,10,10,2,1,2,0,1,1,2
352,2,1,0,2,30,14,2,16,10,10,2,2,2,1,1,1,2
353,2,1,0,2,30,15,2,19,10,10,1,1,2,0,1,1,5
354,2,1,0,2,37,13,1,14,10,10,2,2,1,1,1,0,2
355,2,1,0,2,37,13,1,14,10,10,2,1,1,1,1,0,5
356,2,1,0,2,37,13,1,14,10,10,2,1,1,1,1,0,2
357,2,1,0,2,37,17,1,16,10,10,1,1,2,1,1,0,3
358,2,1,0,2,48,19,1,20,0,0,2,1,1,1,1,1,4
359,2,1,0,2,41,11,2,13,10,10,2,1,2,1,1,0,3
360,2,1,0,2,41,11,2,13,10,10,2,1,1,1,1,0,5
361,2,1,0,2,30,11,1,13,0,0,1,1,1,1,1,0,3
362,2,1,0,2,70,16,1,17,10,10,2,1,2,1,1,0,0
363,2,1,0,2,70,17,1,19,10,10,1,1,2,1,1,1,3
364,2,1,0,2,70,17,1,19,10,10,1,1,2,1,1,1,2
365,2,1,0,2,78,17,1,17,10,10,1,1,1,1,1,1,0
366,2,1,0,2,37,17,2,19,10,10,2,1,1,0,1,1,1
367,2,1,0,2,37,17,2,19,10,10,2,1,1,1,1,1,4
368,2,1,0,2,46,27,2,33,10,10,2,1,1,1,1,0,2
369,2,1,0,2,40,16,2,17,10,10,2,2,2,1,1,1,4
370,2,1,0,2,40,16,2,17,10,10,2,1,2,1,1,1,5
371,2,1,1,2,35,18,1,19,10,10,1,1,2,1,1,1,3
372,2,1,0,2,41,10,2,12,10,10,2,2,1,1,1,1,1
373,2,1,1,2,43,15,2,16,10,10,2,1,1,1,1,1,7
374,2,1,0,2,35,22,1,22,10,10,1,2,1,1,1,1,2
375,2,1,0,2,35,22,1,22,10,10,1,1,2,1,1,1,3
376,2,1,0,2,35,22,1,22,10,10,1,1,2,1,1,1,3
377,2,1,0,2,33,16,1,17,10,10,2,1,1,1,1,0,4
378,2,1,1,2,35,18,1,19,10,10,1,1,2,1,1,0,3
379,2,1,1,2,35,18,1,19,10,10,1,1,1,0,1,0,1
380,2,1,0,2,58,12,1,15,10,10,2,1,2,0,1,0,2
381,2,1,1,2,25,17,2,19,10,10,1,1,2,1,1,1,1
382,2,1,0,2,61,18,1,19,10,10,2,1,1,1,1,1,5
383,2,1,0,2,61,18,1,19,10,10,2,1,1,1,1,1,2
384,2,1,0,2,25,18,1,18,10,10,1,1,1,1,1,2,3
385,2,1,0,2,30,16,1,18,10,10,1,2,2,1,1,1,4
